Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1380000,1.3725398,-0.050994705,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1390000,1.3722847,-0.056095313,4999.0,-1.9164664358831942,-1.9164664358831942,1.0
1400000,1.371785,-0.06068232,4999.0,-2.2997997731436044,-2.2997997731436044,1.0
1410000,1.3708079,-0.043213166,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1420000,1.3705236,-0.052165102,4999.0,-1.7997997091151774,-1.7997997091151774,1.0
1430000,1.3698369,-0.05206417,4999.0,-2.4997997195459902,-2.4997997195459902,1.0
1440000,1.3698453,-0.047626585,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1450000,1.3698789,-0.04248473,4999.0,-2.049799768719822,-2.049799768719822,1.0
1460000,1.3698454,-0.040279083,4999.0,-2.3747997158207,-2.3747997158207,1.0
1470000,1.3696917,-0.042093124,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1480000,1.3697181,-0.039528757,4999.0,-1.8831330598331988,-1.8831330598331988,1.0
1490000,1.3698654,-0.03628393,4999.0,-2.424799732165411,-2.424799732165411,1.0
1500000,1.3698589,-0.032971576,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1510000,1.3697866,-0.036135875,4999.0,-1.8164664070742826,-1.8164664070742826,1.0
1520000,1.3697679,-0.03820782,4999.0,-2.7247997589875013,-2.7247997589875013,1.0
1530000,1.3692228,-0.03341993,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1540000,1.3692229,-0.030451111,4999.0,-1.8997997255064547,-1.8997997255064547,1.0
1550000,1.3684379,-0.028548596,3338.3333333333335,-1.3843331824367244,-1.3843331824367244,1.0
1560000,1.3684266,-0.027599188,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1570000,1.3680143,-0.025679935,4999.0,-1.849799745871375,-1.849799745871375,1.0
1580000,1.3679887,-0.027595866,4999.0,-2.349799702409655,-2.349799702409655,1.0
1590000,1.3681892,-0.031807825,4354.0,-1.520799792604521,-1.520799792604521,1.0
1600000,1.3682158,-0.04845339,3301.0,0.006333498129000266,0.006333498129000266,1.0
1610000,1.3680291,-0.026018266,4998.5,-2.349699698679615,-2.349699698679615,1.0
1620000,1.3679866,-0.021923743,4999.0,-2.3497997471131384,-2.3497997471131384,1.0
1630000,1.3686309,-0.02762771,2433.0,-0.08659986350685359,-0.08659986350685359,1.0
1640000,1.3688209,-0.033590578,4190.0,-1.4629997827578336,-1.4629997827578336,1.0
1650000,1.3686517,-0.022984346,3237.3333333333335,-0.6807998637668788,-0.6807998637668788,1.0
1660000,1.3685831,-0.031979732,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1670000,1.3679813,-0.0073912577,1328.75,0.2466000888380222,0.2466000888380222,1.0
1680000,1.3676714,-0.010410185,4998.5,-0.9996997567941435,-0.9996997567941435,1.0
1690000,1.3673214,-0.015211838,4999.0,-2.399799729231745,-2.399799729231745,1.0
1700000,1.3670939,-0.008214394,4829.5,-1.4908997335005552,-1.4908997335005552,1.0
1710000,1.367133,-0.013045828,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1720000,1.3671659,-0.00841359,4999.0,-2.3747996860183775,-2.3747996860183775,1.0
1730000,1.3668492,-0.009243683,3668.3333333333335,-1.4669998005653422,-1.4669998005653422,1.0
1740000,1.3665236,-0.014732102,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1750000,1.3663254,-0.015630577,4999.0,-2.549799705389887,-2.549799705389887,1.0
1760000,1.3660818,-0.012963885,4999.0,-2.54979974264279,-2.54979974264279,1.0
1770000,1.3660504,-0.0130506335,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1780000,1.365996,-0.016889248,4999.0,-2.499799753073603,-2.499799753073603,1.0
1790000,1.3660179,-0.01833139,3878.0,-1.6089997480933864,-1.6089997480933864,1.0
1800000,1.3660609,-0.018905107,4998.5,-0.9996997567941435,-0.9996997567941435,1.0
1810000,1.3660467,-0.026062619,3719.5,-1.9189997829962522,-1.9189997829962522,1.0
1820000,1.3660189,-0.036346562,4999.0,-2.6497996882535517,-2.6497996882535517,1.0
1830000,1.3661846,-0.036779486,4483.333333333333,-1.229999773398352,-1.229999773398352,1.0
1840000,1.3667343,-0.040741194,3647.5,-0.9544998288620263,-0.9544998288620263,1.0
1850000,1.3665628,-0.0344163,4149.5,-1.479899774538353,-1.479899774538353,1.0
1860000,1.3657798,-0.027772475,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1870000,1.365525,-0.031708516,2063.1666666666665,-0.31263321366471547,-0.31263321366471547,1.0
1880000,1.3638471,-0.031923033,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
1890000,1.3637761,-0.030364467,3791.5,-1.3457998194498941,-1.3457998194498941,1.0
1900000,1.3628113,-0.026214117,3799.0,-1.0347998284269124,-1.0347998284269124,1.0
1910000,1.3628219,-0.021580493,4377.5,-1.5754997611511499,-1.5754997611511499,1.0
1920000,1.3632795,-0.011534392,4999.0,-2.1664663862126567,-2.1664663862126567,1.0
1930000,1.3632795,-0.016511202,2728.0,-0.5289332241130372,-0.5289332241130372,1.0
1940000,1.3634644,-0.03627858,3770.0,-1.0539998703170568,-1.0539998703170568,1.0
1950000,1.3634688,-0.03310245,3611.0,-0.9846998110879213,-0.9846998110879213,1.0
1960000,1.3637629,-0.014493123,2493.0,-0.4485998993429045,-0.4485998993429045,1.0
1970000,1.3637902,-0.009158511,3305.5,-0.8610998534131795,-0.8610998534131795,1.0
1980000,1.3628982,0.01078787,3046.4,-0.9692798159085214,-0.9692798159085214,1.0
1990000,1.3627619,-0.003075636,3515.5,-1.0780998163390905,-1.0780998163390905,1.0
2000000,1.3619475,0.0012893146,4999.0,-2.6747997389175,-2.6747997389175,1.0
2010000,1.3617402,0.0051481687,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2020000,1.360995,0.00021058418,4999.0,-3.0747997970320284,-3.0747997970320284,1.0
2030000,1.3607546,0.0037047185,4999.0,-2.8497996949590743,-2.8497996949590743,1.0
2040000,1.3603866,-0.0012407626,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2050000,1.3602198,-0.0045039295,4999.0,-2.7247997731901705,-2.7247997731901705,1.0
2060000,1.3592184,-0.005904562,4999.0,-2.824799729976803,-2.824799729976803,1.0
2070000,1.3586534,-0.0072363154,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2080000,1.3581924,-0.018124396,4999.0,-2.974799702409655,-2.974799702409655,1.0
2090000,1.357891,-0.020705178,4999.0,-2.6747997240163386,-2.6747997240163386,1.0
2100000,1.3574011,-0.017191872,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2110000,1.35697,-0.016264373,4999.0,-2.474799739662558,-2.474799739662558,1.0
2120000,1.3569865,-0.008533427,3381.3333333333335,-1.5762664492552478,-1.5762664492552478,1.0
2130000,1.3570043,-0.011879197,2738.6,-0.3577198633924127,-0.3577198633924127,1.0
2140000,1.3568628,-0.0010212904,3320.5,-0.7140998460818082,-0.7140998460818082,1.0
2150000,1.356685,0.0003853212,1503.5,0.10763339721597731,0.10763339721597731,1.0
2160000,1.3566269,-0.0065158983,2039.857142857143,-0.04368561253483806,-0.04368561253483806,1.0
2170000,1.3565408,-0.003714259,1618.4,0.21632007537409664,0.21632007537409664,1.0
2180000,1.3563364,-0.018530067,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2190000,1.3559157,-0.02800304,3850.5,-1.3201498080743477,-1.3201498080743477,1.0
2200000,1.3555505,-0.021208761,4998.5,-2.574699711345602,-2.574699711345602,1.0
2210000,1.3546752,0.015466701,2171.0,-0.3716998730087653,-0.3716998730087653,1.0
2220000,1.3545684,-0.018160963,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2230000,1.3542554,-0.022482738,4999.0,-2.549799731466919,-2.549799731466919,1.0
2240000,1.3542457,-0.021785507,4999.0,-2.924799817148596,-2.924799817148596,1.0
2250000,1.3542002,-0.023198763,3687.3333333333335,-0.4041998178387682,-0.4041998178387682,1.0
2260000,1.3541224,-0.024815746,4999.0,-4.199799640569836,-4.199799640569836,1.0
2270000,1.3536149,-0.018168176,2840.0,-0.5764331679674797,-0.5764331679674797,1.0
2280000,1.3535101,-0.00087221304,2749.3333333333335,-0.6331998800548414,-0.6331998800548414,1.0
2290000,1.3525555,0.023622194,1211.142857142857,0.32205719685381545,0.32205719685381545,1.0
2300000,1.3525317,0.0033578346,2609.2,-0.3018398815765977,-0.3018398815765977,1.0
2310000,1.352034,0.022702366,1861.6,0.05764009980484843,0.05764009980484843,1.0
2320000,1.3520339,0.031408362,2995.0,-0.3489998365403153,-0.3489998365403153,1.0
2330000,1.3519031,0.079031765,1870.0,-0.36566657029713195,-0.36566657029713195,1.0
2340000,1.3519019,0.01658834,3173.0,-0.5470998689997941,-0.5470998689997941,1.0
2350000,1.3512797,0.03142238,1233.7142857142858,0.296114355525268,0.296114355525268,1.0
2360000,1.3512275,0.009710366,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2370000,1.3509797,0.014318794,4231.25,-1.6712498021079227,-1.6712498021079227,1.0
2380000,1.3509524,0.00782175,1755.6,0.0888400855474174,0.0888400855474174,1.0
2390000,1.3507127,0.029469434,1958.0,0.07836009142920375,0.07836009142920375,1.0
2400000,1.3506528,0.017232591,1383.6,0.3432200854527764,0.3432200854527764,1.0
2410000,1.3501581,0.020470742,1582.5,-0.2414999157190323,-0.2414999157190323,1.0
2420000,1.3499945,0.03555191,1893.0,0.06425724808858442,0.06425724808858442,1.0
2430000,1.3500412,0.017731074,3031.5,-0.4312998477835208,-0.4312998477835208,1.0
2440000,1.3500631,0.046013452,663.1428571428571,0.4388000230704035,0.4388000230704035,1.0
2450000,1.3498905,0.044142928,2321.3333333333335,-0.21429987577721477,-0.21429987577721477,1.0
2460000,1.3498008,0.044718057,2222.0,-0.1443998814599278,-0.1443998814599278,1.0
2470000,1.3497003,0.045435157,507.5,0.5735000049074491,0.5735000049074491,1.0
2480000,1.3496315,0.06796759,3057.25,-0.11154983867891133,-0.11154983867891133,1.0
2490000,1.3493259,0.0802928,2181.0,-0.7061998868361116,-0.7061998868361116,1.0
2500000,1.3490479,0.050186418,1325.0,0.15642865080319876,0.15642865080319876,1.0
2510000,1.348949,0.020315338,2297.0,-0.2093998983812829,-0.2093998983812829,1.0
2520000,1.3488443,0.08366837,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2530000,1.3486718,0.07621634,1252.4444444444443,0.12713341859893668,0.12713341859893668,1.0
2540000,1.3484172,0.053765215,4999.0,-2.6497997366823256,-2.6497997366823256,1.0
2550000,1.3484626,0.10241301,4998.5,-0.9996997567941435,-0.9996997567941435,1.0
2560000,1.3485476,0.06169493,4999.0,-2.8747997120954096,-2.8747997120954096,1.0
2570000,1.3485146,0.039083876,4999.0,-2.9997998089529574,-2.9997998089529574,1.0
2580000,1.348438,0.054045606,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2590000,1.3484474,0.03975622,4999.0,-2.7247996577061713,-2.7247996577061713,1.0
2600000,1.3484708,0.041758407,3516.3333333333335,-1.7865997816746433,-1.7865997816746433,1.0
2610000,1.3486149,0.045567434,3685.0,-0.7369998237118125,-0.7369998237118125,1.0
2620000,1.3491949,0.021435935,4999.0,-3.124799801502377,-3.124799801502377,1.0
2630000,1.3491937,0.035908334,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2640000,1.3491613,0.03275491,4999.0,-2.0497997935550907,-2.0497997935550907,1.0
2650000,1.349173,0.043796785,3274.6666666666665,-1.3050664633822937,-1.3050664633822937,1.0
2660000,1.349293,0.02807859,1498.5,0.45015009900089353,0.45015009900089353,1.0
2670000,1.3492839,0.041341934,2379.6666666666665,-0.5260665126455327,-0.5260665126455327,1.0
2680000,1.3489463,0.03619074,915.1818181818181,0.3622546041469005,0.3622546041469005,1.0
2690000,1.3489463,-0.018837037,2318.5,-0.526199882500805,-0.526199882500805,1.0
2700000,1.3483764,0.077441216,768.0,0.6962353538598537,0.6962353538598537,1.0
2710000,1.3483664,0.009844678,2545.5,-1.95919983019121,-1.95919983019121,1.0
2720000,1.3486018,0.020531122,4998.5,-0.9996997567941435,-0.9996997567941435,1.0
2730000,1.3486272,0.0016879905,2186.0,-0.8271999085322023,-0.8271999085322023,1.0
2740000,1.3494151,-0.0049996716,1529.1666666666667,0.0025000835303217173,0.0025000835303217173,1.0
2750000,1.349537,0.09002735,625.3181818181819,0.7565909634894606,0.7565909634894606,1.0
2760000,1.3489832,-0.019110726,3409.0,-1.4317998335075874,-1.4317998335075874,1.0
2770000,1.3488427,-0.034799676,1584.6,0.043080098531208935,0.043080098531208935,1.0
2780000,1.3485534,0.013387614,962.5454545454545,0.6800546044568446,0.6800546044568446,1.0
2790000,1.348463,0.07123772,666.3,0.6115600583609193,0.6115600583609193,1.0
2800000,1.3480276,-0.010170452,819.0,0.8360000643879175,0.8360000643879175,1.0
2810000,1.3478394,0.07621339,499.83870967741933,0.6741226184211911,0.6741226184211911,1.0
2820000,1.3474869,0.007237404,1035.5833333333333,0.4762000597935791,0.4762000597935791,1.0
2830000,1.3473032,0.09111972,149.44,0.9527923275644963,0.9527923275644963,1.0
2840000,1.3474859,0.007442353,949.0666666666667,0.504814361454919,0.504814361454919,1.0
2850000,1.3476136,0.10605484,424.10714285714283,0.8178357482455405,0.8178357482455405,1.0
2860000,1.347341,0.17807192,167.78947368421052,0.9656800270080567,0.9656800270080567,1.0
2870000,1.3471025,0.17601727,515.5,0.6947923647598006,0.6947923647598006,1.0
2880000,1.3471702,0.049044326,3325.5,-0.9776998322922736,-0.9776998322922736,1.0
2890000,1.3472499,0.14717522,197.4814814814815,0.9214592962353317,0.9214592962353317,1.0
2900000,1.347364,0.026537653,938.7,0.3772600264754146,0.3772600264754146,1.0
2910000,1.3475164,0.011262126,1471.5555555555557,0.1723556352339478,0.1723556352339478,1.0
2920000,1.3474804,0.033809476,1337.0,0.48245008138474077,0.48245008138474077,1.0
2930000,1.3474109,0.1252206,736.3333333333334,0.48033339421575266,0.48033339421575266,1.0
2940000,1.3474646,0.026449163,1491.8,0.3315201121382415,0.3315201121382415,1.0
2950000,1.3475835,0.08636129,685.6666666666666,0.5460889264941216,0.5460889264941216,1.0
2960000,1.347577,0.17135502,309.7352941176471,0.8791000306578901,0.8791000306578901,1.0
2970000,1.3475548,0.15009521,505.6666666666667,0.7737083708828626,0.7737083708828626,1.0
2980000,1.3476306,0.06856404,352.14285714285717,0.7223538773564192,0.7223538773564192,1.0
2990000,1.3479173,0.09306659,949.2666666666667,0.470162552279362,0.470162552279362,1.0
3000000,1.3478647,0.17008287,401.0689655172414,0.8317379620536391,0.8317379620536391,1.0
3010000,1.3475221,0.19596292,120.11111111111111,0.9757778098185858,0.9757778098185858,1.0
3020000,1.3475442,0.19021983,481.0,0.7165613290703585,0.7165613290703585,1.0
3030000,1.3477784,0.15070347,748.8,0.580240031471476,0.580240031471476,1.0
3040000,1.3477893,0.09239018,3442.0,-0.888399836665485,-0.888399836665485,1.0
3050000,1.3482062,0.12460303,1103.076923076923,0.4600000732148496,0.4600000732148496,1.0
3060000,1.3482063,0.15930176,478.39130434782606,0.7737130947694506,0.7737130947694506,1.0
3070000,1.3481059,0.11329811,None,None,None,1.0
